Date,USD LIBOR3M 1y,,,Date,USD LIBOR3M 5y
7/23/2014,0.6677,,,7/23/2014,3.0985
7/24/2014,0.6691,,,7/24/2014,3.1076
7/25/2014,0.6934,,,7/25/2014,3.1479
7/28/2014,0.6937,,,7/28/2014,3.1013
7/29/2014,0.7141,,,7/29/2014,3.121
7/30/2014,0.7104,,,7/30/2014,3.0834
7/31/2014,0.7569,,,7/31/2014,3.2117
08/01/2014,0.7457,,,08/01/2014,3.2321
08/04/2014,0.6839,,,08/04/2014,3.1668
08/05/2014,0.6786,,,08/05/2014,3.1455
08/06/2014,0.6856,,,08/06/2014,3.1496
08/07/2014,0.6818,,,08/07/2014,3.136
08/08/2014,0.6682,,,08/08/2014,3.0683
08/11/2014,0.6778,,,08/11/2014,3.0758
08/12/2014,0.6829,,,08/12/2014,3.0908
8/13/2014,0.6692,,,8/13/2014,3.122
8/14/2014,0.6496,,,8/14/2014,3.0729
8/15/2014,0.6423,,,8/15/2014,3.0533
8/18/2014,0.6314,,,8/18/2014,2.9691
8/19/2014,0.6475,,,8/19/2014,3.044
8/20/2014,0.6549,,,8/20/2014,3.0571
8/21/2014,0.6984,,,8/21/2014,3.0765
8/22/2014,0.7016,,,8/22/2014,3.0467
8/25/2014,0.7276,,,8/25/2014,3.0332
8/26/2014,0.7418,,,8/26/2014,2.9812
8/27/2014,0.7413,,,8/27/2014,3.0072
8/28/2014,0.7402,,,8/28/2014,2.963
8/29/2014,0.7354,,,8/29/2014,2.907
09/01/2014,0.7295,,,09/01/2014,2.9198
09/02/2014,0.7325,,,09/02/2014,2.9025
09/03/2014,0.7544,,,09/03/2014,2.9765
09/04/2014,0.759,,,09/04/2014,2.9392
09/05/2014,0.7752,,,09/05/2014,3.0221
09/08/2014,0.7433,,,09/08/2014,3.04
09/09/2014,0.776,,,09/09/2014,3.0522
09/10/2014,0.8037,,,09/10/2014,3.0969
09/11/2014,0.8218,,,09/11/2014,3.1404
09/12/2014,0.8298,,,09/12/2014,3.1582
9/15/2014,0.8321,,,9/15/2014,3.2362
9/16/2014,0.8208,,,9/16/2014,3.2274
9/17/2014,0.8026,,,9/17/2014,3.2443
9/18/2014,0.8313,,,9/18/2014,3.2604
9/19/2014,0.8446,,,9/19/2014,3.2506
9/22/2014,0.8425,,,9/22/2014,3.1958
9/23/2014,0.8194,,,9/23/2014,3.1702
9/24/2014,0.8181,,,9/24/2014,3.1246
9/25/2014,0.8421,,,9/25/2014,3.1804
9/26/2014,0.8134,,,9/26/2014,3.1393
9/29/2014,0.8697,,,9/29/2014,3.1526
9/30/2014,0.8828,,,9/30/2014,3.1097
10/01/2014,0.886,,,10/01/2014,3.1245
10/02/2014,0.8396,,,10/02/2014,2.9936
10/03/2014,0.8478,,,10/03/2014,3.0413
10/06/2014,0.8736,,,10/06/2014,3.0481
10/07/2014,0.8443,,,10/07/2014,3.0361
10/08/2014,0.8141,,,10/08/2014,2.9523
10/09/2014,0.7398,,,10/09/2014,2.9204
10/10/2014,0.7427,,,10/10/2014,2.8987
10/13/2014,0.7257,,,10/13/2014,2.8564
10/14/2014,0.661,,,10/14/2014,2.7397
10/15/2014,0.6546,,,10/15/2014,2.7795
10/16/2014,0.5899,,,10/16/2014,2.7469
10/17/2014,0.6264,,,10/17/2014,2.7614
10/20/2014,0.6462,,,10/20/2014,2.7932
10/21/2014,0.6118,,,10/21/2014,2.7908
10/22/2014,0.6143,,,10/22/2014,2.8278
10/23/2014,0.6317,,,10/23/2014,2.8104
10/24/2014,0.6534,,,10/24/2014,2.8935
10/27/2014,0.6549,,,10/27/2014,2.8912
10/28/2014,0.6423,,,10/28/2014,2.8901
10/29/2014,0.6436,,,10/29/2014,2.9268
10/30/2014,0.73,,,10/30/2014,2.946
10/31/2014,0.7089,,,10/31/2014,2.9339
11/03/2014,0.7297,,,11/03/2014,2.9717
11/04/2014,0.7454,,,11/04/2014,2.9613
11/05/2014,0.7505,,,11/05/2014,2.9581
11/06/2014,0.7695,,,11/06/2014,2.9654
11/07/2014,0.7932,,,11/07/2014,3.0149
11/10/2014,0.7521,,,11/10/2014,2.9023
11/11/2014,0.782,,,11/11/2014,2.9705
11/12/2014,0.7981,,,11/12/2014,2.9892
11/13/2014,0.7884,,,11/13/2014,2.9706
11/14/2014,0.7677,,,11/14/2014,2.9275
11/17/2014,0.7586,,,11/17/2014,2.9081
11/18/2014,0.7425,,,11/18/2014,2.9401
11/19/2014,0.7468,,,11/19/2014,2.9014
11/20/2014,0.7674,,,11/20/2014,2.9566
11/21/2014,0.7454,,,11/21/2014,2.9386
11/24/2014,0.7438,,,11/24/2014,2.9041
11/25/2014,0.7519,,,11/25/2014,2.9014
11/26/2014,0.7378,,,11/26/2014,2.8352
11/27/2014,0.7414,,,11/27/2014,2.8155
11/28/2014,0.7356,,,11/28/2014,2.7783
12/01/2014,0.7155,,,12/01/2014,2.6919
12/02/2014,0.7176,,,12/02/2014,2.7834
12/03/2014,0.7649,,,12/03/2014,2.8411
12/04/2014,0.8066,,,12/04/2014,2.8131
12/05/2014,0.7796,,,12/05/2014,2.742
12/08/2014,0.9168,,,12/08/2014,2.7933
12/09/2014,0.9203,,,12/09/2014,2.7283
12/10/2014,0.9038,,,12/10/2014,2.665
12/11/2014,0.8626,,,12/11/2014,2.6073
12/12/2014,0.8957,,,12/12/2014,2.6163
12/15/2014,0.8327,,,12/15/2014,2.522
12/16/2014,0.8807,,,12/16/2014,2.5604
12/17/2014,0.8324,,,12/17/2014,2.4958
12/18/2014,0.8714,,,12/18/2014,2.5821
12/19/2014,0.9044,,,12/19/2014,2.6846
12/22/2014,0.9431,,,12/22/2014,2.6288
12/23/2014,0.9614,,,12/23/2014,2.6065
12/24/2014,0.9982,,,12/24/2014,2.7388
12/25/2014,1.0051,,,12/25/2014,2.752
12/26/2014,1.0051,,,12/26/2014,2.8067
12/29/2014,1.0057,,,12/29/2014,2.72
12/30/2014,0.9867,,,12/30/2014,2.6547
12/31/2014,0.9779,,,12/31/2014,2.6409
01/01/2015,0.9753,,,01/01/2015,2.6236
01/02/2015,0.9753,,,01/02/2015,2.6167
01/05/2015,0.9756,,,01/05/2015,2.5405
01/06/2015,0.9732,,,01/06/2015,2.4182
01/07/2015,0.9378,,,01/07/2015,2.3046
01/08/2015,0.9305,,,01/08/2015,2.3592
01/09/2015,0.923,,,01/09/2015,2.4389
01/12/2015,0.8666,,,01/12/2015,2.3609
1/13/2015,0.8357,,,1/13/2015,2.3072
1/14/2015,0.8096,,,1/14/2015,2.2992
1/15/2015,0.7691,,,1/15/2015,2.258
1/16/2015,0.7202,,,1/16/2015,2.0888
1/19/2015,0.7647,,,1/19/2015,2.2362
1/20/2015,0.7664,,,1/20/2015,2.2378
1/21/2015,0.781,,,1/21/2015,2.1833
1/22/2015,0.7999,,,1/22/2015,2.3023
1/23/2015,0.8268,,,1/23/2015,2.2909
1/26/2015,0.8097,,,1/26/2015,2.214
1/27/2015,0.8296,,,1/27/2015,2.2497
1/28/2015,0.8165,,,1/28/2015,2.2489
1/29/2015,0.7779,,,1/29/2015,2.1228
1/30/2015,0.7841,,,1/30/2015,2.1283
02/02/2015,0.7498,,,02/02/2015,2.0135
02/03/2015,0.7417,,,02/03/2015,2.0279
02/04/2015,0.8019,,,02/04/2015,2.1856
02/05/2015,0.8143,,,02/05/2015,2.1309
02/06/2015,0.8257,,,02/06/2015,2.2111
02/09/2015,0.9816,,,02/09/2015,2.3534
02/10/2015,0.9867,,,02/10/2015,2.3636
02/11/2015,1.0074,,,02/11/2015,2.3913
02/12/2015,1.0177,,,02/12/2015,2.4073
2/13/2015,0.9818,,,2/13/2015,2.379
2/16/2015,0.9869,,,2/16/2015,2.4485
2/17/2015,0.9894,,,2/17/2015,2.4517
2/18/2015,1.0323,,,2/18/2015,2.5658
2/19/2015,0.9602,,,2/19/2015,2.5223
2/20/2015,0.9803,,,2/20/2015,2.5535
2/23/2015,1.0053,,,2/23/2015,2.5456
2/24/2015,0.9753,,,2/24/2015,2.4838
2/25/2015,0.9112,,,2/25/2015,2.4
2/26/2015,0.9257,,,2/26/2015,2.381
2/27/2015,0.9957,,,2/27/2015,2.4968
03/02/2015,0.9735,,,03/02/2015,2.4511
03/03/2015,1.0175,,,03/03/2015,2.5584
03/04/2015,1.0383,,,03/04/2015,2.5966
03/05/2015,1.0177,,,03/05/2015,2.6075
03/06/2015,0.9985,,,03/06/2015,2.6063
03/09/2015,1.1077,,,03/09/2015,2.7446
03/10/2015,1.0872,,,03/10/2015,2.6699
03/11/2015,1.0727,,,03/11/2015,2.6041
03/12/2015,1.0728,,,03/12/2015,2.5723
3/13/2015,1.0372,,,3/13/2015,2.5778
3/16/2015,1.0346,,,3/16/2015,2.5741
3/17/2015,1.0186,,,3/17/2015,2.5232
3/18/2015,1.0445,,,3/18/2015,2.4762
3/19/2015,0.905,,,3/19/2015,2.3227
3/20/2015,0.9707,,,3/20/2015,2.3709
3/23/2015,0.9465,,,3/23/2015,2.3445
3/24/2015,0.9569,,,3/24/2015,2.3238
3/25/2015,0.9262,,,3/25/2015,2.2722
3/26/2015,0.9319,,,3/26/2015,2.3363
3/27/2015,0.951,,,3/27/2015,2.4178
3/30/2015,0.8946,,,3/30/2015,2.3624
3/31/2015,0.9017,,,3/31/2015,2.346
04/01/2015,0.8817,,,04/01/2015,2.3235
04/02/2015,0.8604,,,04/02/2015,2.2513
04/03/2015,0.8675,,,04/03/2015,2.3164
04/06/2015,0.8033,,,04/06/2015,2.2457
04/07/2015,0.8196,,,04/07/2015,2.3127
04/08/2015,0.8414,,,04/08/2015,2.2892
04/09/2015,0.8468,,,04/09/2015,2.2969
04/10/2015,0.8738,,,04/10/2015,2.3614
4/13/2015,0.886,,,4/13/2015,2.3423
4/14/2015,0.8626,,,4/14/2015,2.3151
4/15/2015,0.8415,,,4/15/2015,2.2793
4/16/2015,0.8247,,,4/16/2015,2.2704
4/17/2015,0.7962,,,4/17/2015,2.2735
4/20/2015,0.8216,,,4/20/2015,2.2451
4/21/2015,0.8579,,,4/21/2015,2.2583
4/22/2015,0.8758,,,4/22/2015,2.2797
4/23/2015,0.886,,,4/23/2015,2.3725
4/24/2015,0.8645,,,4/24/2015,2.3461
4/27/2015,0.8337,,,4/27/2015,2.2996
4/28/2015,0.8459,,,4/28/2015,2.3182
4/29/2015,0.8767,,,4/29/2015,2.4462
4/30/2015,0.8819,,,4/30/2015,2.4933
05/01/2015,0.9092,,,05/01/2015,2.4868
05/04/2015,0.9441,,,05/04/2015,2.5898
05/05/2015,0.9389,,,05/05/2015,2.6295
05/06/2015,0.9728,,,05/06/2015,2.6744
05/07/2015,0.9814,,,05/07/2015,2.731
05/08/2015,0.9841,,,05/08/2015,2.6445
05/11/2015,0.9182,,,05/11/2015,2.6104
05/12/2015,0.9646,,,05/12/2015,2.7585
5/13/2015,0.9547,,,5/13/2015,2.7319
5/14/2015,0.9103,,,5/14/2015,2.7836
5/15/2015,0.8725,,,5/15/2015,2.7111
5/18/2015,0.8628,,,5/18/2015,2.5943
5/19/2015,0.9046,,,5/19/2015,2.7017
5/20/2015,0.9442,,,5/20/2015,2.7693
5/21/2015,0.9215,,,5/21/2015,2.7079
5/22/2015,0.9091,,,5/22/2015,2.657
5/25/2015,0.9677,,,5/25/2015,2.6784
5/26/2015,0.9677,,,5/26/2015,2.689
5/27/2015,0.9692,,,5/27/2015,2.5993
5/28/2015,0.9693,,,5/28/2015,2.5812
5/29/2015,0.9428,,,5/29/2015,2.5998
06/01/2015,0.9246,,,06/01/2015,2.5926
06/02/2015,0.9729,,,06/02/2015,2.6513
06/03/2015,0.9864,,,06/03/2015,2.7569
06/04/2015,1.0018,,,06/04/2015,2.8987
06/05/2015,0.9927,,,06/05/2015,2.8357
06/08/2015,1.065,,,06/08/2015,2.9638
06/09/2015,1.0294,,,06/09/2015,2.9143
06/10/2015,1.0651,,,06/10/2015,2.9822
06/11/2015,1.0905,,,06/11/2015,3.0421
06/12/2015,1.0805,,,06/12/2015,2.906
6/15/2015,1.098,,,6/15/2015,2.9174
6/16/2015,1.0716,,,6/16/2015,2.8737
6/17/2015,1.0559,,,6/17/2015,2.8267
6/18/2015,0.9944,,,6/18/2015,2.8395
6/19/2015,0.9989,,,6/19/2015,2.86
6/22/2015,0.9599,,,6/22/2015,2.7678
6/23/2015,0.9854,,,6/23/2015,2.9183
6/24/2015,1.0111,,,6/24/2015,2.9738
6/25/2015,0.9853,,,6/25/2015,2.9265
6/26/2015,0.9954,,,6/26/2015,2.9868
6/29/2015,1.0346,,,6/29/2015,3.0636
6/30/2015,0.9655,,,6/30/2015,2.8885
07/01/2015,0.9787,,,07/01/2015,2.9277
07/02/2015,1.031,,,07/02/2015,2.994
07/03/2015,0.976,,,07/03/2015,2.9663
07/06/2015,0.9782,,,07/06/2015,2.9606
07/07/2015,0.9241,,,07/07/2015,2.8571
07/08/2015,0.8972,,,07/08/2015,2.8283
07/09/2015,0.8601,,,07/09/2015,2.7439
07/10/2015,0.9069,,,07/10/2015,2.8911
7/13/2015,0.9954,,,7/13/2015,2.9671
7/14/2015,1.0049,,,7/14/2015,3.0337
7/15/2015,0.9778,,,7/15/2015,2.9539
7/16/2015,0.9543,,,7/16/2015,2.8947
7/17/2015,0.9967,,,7/17/2015,2.8907
7/20/2015,1.0209,,,7/20/2015,2.8928
7/21/2015,1.0633,,,7/21/2015,2.907
7/22/2015,1.0461,,,7/22/2015,2.851
7/23/2015,1.0667,,,7/23/2015,2.8436
7/24/2015,1.0458,,,7/24/2015,2.764
7/27/2015,1.0286,,,7/27/2015,2.7615
7/28/2015,0.9946,,,7/28/2015,2.7073
7/29/2015,1.0063,,,7/29/2015,2.7384
7/30/2015,1.022,,,7/30/2015,2.7603
7/31/2015,1.0681,,,7/31/2015,2.7488
08/03/2015,1.001,,,08/03/2015,2.6601
08/04/2015,0.9869,,,08/04/2015,2.6139
08/05/2015,1.0636,,,08/05/2015,2.696
08/06/2015,1.0817,,,08/06/2015,2.7612
08/07/2015,1.0579,,,08/07/2015,2.7015
08/10/2015,1.0783,,,08/10/2015,2.6213
08/11/2015,1.0899,,,08/11/2015,2.6905
08/12/2015,1.0222,,,08/12/2015,2.5921
8/13/2015,0.9987,,,8/13/2015,2.6006
8/14/2015,1.0525,,,8/14/2015,2.6341
8/17/2015,1.0732,,,8/17/2015,2.6443
8/18/2015,1.0483,,,8/18/2015,2.6116
8/19/2015,1.0531,,,8/19/2015,2.6371
8/20/2015,0.9795,,,8/20/2015,2.5685
8/21/2015,0.9931,,,8/21/2015,2.4964
8/24/2015,0.9324,,,8/24/2015,2.4678
8/25/2015,0.8375,,,8/25/2015,2.4305
8/26/2015,0.9084,,,8/26/2015,2.512
8/27/2015,0.8632,,,8/27/2015,2.6332
8/28/2015,0.8762,,,8/28/2015,2.6425
8/31/2015,0.9383,,,8/31/2015,2.6063
09/01/2015,0.9533,,,09/01/2015,2.643
09/02/2015,0.903,,,09/02/2015,2.5479
09/03/2015,0.9028,,,09/03/2015,2.6021
09/04/2015,0.8926,,,09/04/2015,2.5867
09/07/2015,0.8895,,,09/07/2015,2.5127
09/08/2015,0.8909,,,09/08/2015,2.5166
09/09/2015,0.9263,,,09/09/2015,2.5701
09/10/2015,0.932,,,09/10/2015,2.5633
09/11/2015,0.9357,,,09/11/2015,2.5937
9/14/2015,0.9127,,,9/14/2015,2.5734
9/15/2015,0.9298,,,9/15/2015,2.5627
9/16/2015,0.9908,,,9/16/2015,2.6694
9/17/2015,0.991,,,9/17/2015,2.67
9/18/2015,0.8836,,,9/18/2015,2.5779
9/21/2015,0.8555,,,9/21/2015,2.5083
9/22/2015,0.8879,,,9/22/2015,2.5628
9/23/2015,0.8447,,,9/23/2015,2.4825
9/24/2015,0.8596,,,9/24/2015,2.4978
9/25/2015,0.8361,,,9/25/2015,2.4648
9/28/2015,0.8581,,,9/28/2015,2.4879
9/29/2015,0.8235,,,9/29/2015,2.4027
9/30/2015,0.8081,,,9/30/2015,2.3292
10/01/2015,0.8233,,,10/01/2015,2.339
10/02/2015,0.8415,,,10/02/2015,2.3586
10/05/2015,0.7545,,,10/05/2015,2.321
10/06/2015,0.7952,,,10/06/2015,2.3984
10/07/2015,0.7902,,,10/07/2015,2.3546
10/08/2015,0.8108,,,10/08/2015,2.3935
10/09/2015,0.8154,,,10/09/2015,2.4414
10/12/2015,0.832,,,10/12/2015,2.4205
10/13/2015,0.831,,,10/13/2015,2.4234
10/14/2015,0.8017,,,10/14/2015,2.3529
10/15/2015,0.7101,,,10/15/2015,2.2362
10/16/2015,0.7664,,,10/16/2015,2.2991
10/19/2015,0.7851,,,10/19/2015,2.3287
10/20/2015,0.7676,,,10/20/2015,2.3286
10/21/2015,0.7987,,,10/21/2015,2.3749
10/22/2015,0.7885,,,10/22/2015,2.3257
10/23/2015,0.7728,,,10/23/2015,2.3317
10/26/2015,0.828,,,10/26/2015,2.3806
10/27/2015,0.8156,,,10/27/2015,2.3314
10/28/2015,0.7966,,,10/28/2015,2.3102
10/29/2015,0.8916,,,10/29/2015,2.3693
10/30/2015,0.936,,,10/30/2015,2.4413
11/02/2015,0.9401,,,11/02/2015,2.3998
11/03/2015,0.9694,,,11/03/2015,2.4238
11/04/2015,0.9787,,,11/04/2015,2.4561
11/05/2015,1.0175,,,11/05/2015,2.4236
11/06/2015,1.0164,,,11/06/2015,2.4412
11/09/2015,1.0987,,,11/09/2015,2.5588
11/10/2015,1.0836,,,11/10/2015,2.5728
11/11/2015,1.06,,,11/11/2015,2.5678
11/12/2015,1.0939,,,11/12/2015,2.5903
11/13/2015,1.0879,,,11/13/2015,2.5305
11/16/2015,1.0475,,,11/16/2015,2.4617
11/17/2015,1.036,,,11/17/2015,2.4619
11/18/2015,1.0397,,,11/18/2015,2.4367
11/19/2015,1.0554,,,11/19/2015,2.4235
11/20/2015,1.0558,,,11/20/2015,2.3609
11/23/2015,1.0729,,,11/23/2015,2.3675
11/24/2015,1.0987,,,11/24/2015,2.3646
11/25/2015,1.1015,,,11/25/2015,2.3776
11/26/2015,1.0978,,,11/26/2015,2.3643
11/27/2015,1.1002,,,11/27/2015,2.3627
11/30/2015,1.0674,,,11/30/2015,2.2898
12/01/2015,1.0794,,,12/01/2015,2.2631
12/02/2015,1.0615,,,12/02/2015,2.204
12/03/2015,1.1008,,,12/03/2015,2.2582
12/04/2015,1.1272,,,12/04/2015,2.4223
12/07/2015,1.1249,,,12/07/2015,2.3812
12/08/2015,1.1265,,,12/08/2015,2.3291
12/09/2015,1.1436,,,12/09/2015,2.3087
12/10/2015,1.1033,,,12/10/2015,2.3203
12/11/2015,1.1313,,,12/11/2015,2.3749
12/14/2015,1.0685,,,12/14/2015,2.2891
12/15/2015,1.0902,,,12/15/2015,2.3428
12/16/2015,1.1159,,,12/16/2015,2.3962
12/17/2015,1.1561,,,12/17/2015,2.4319
12/18/2015,1.1738,,,12/18/2015,2.3528
12/21/2015,1.1653,,,12/21/2015,2.3515
12/22/2015,1.1669,,,12/22/2015,2.3353
12/23/2015,1.1901,,,12/23/2015,2.3777
12/24/2015,1.1967,,,12/24/2015,2.3987
12/25/2015,1.2075,,,12/25/2015,2.3885
12/28/2015,1.2076,,,12/28/2015,2.4024
12/29/2015,1.2185,,,12/29/2015,2.3678
12/30/2015,1.2714,,,12/30/2015,2.4397
12/31/2015,1.2673,,,12/31/2015,2.4093
01/01/2016,1.254,,,01/01/2016,2.3569
01/04/2016,1.2539,,,01/04/2016,2.3431
01/05/2016,1.2346,,,01/05/2016,2.3601
01/06/2016,1.22,,,01/06/2016,2.3284
01/07/2016,1.1575,,,01/07/2016,2.2534
01/08/2016,1.1035,,,01/08/2016,2.2285
01/11/2016,1.0858,,,01/11/2016,2.1698
01/12/2016,1.0542,,,01/12/2016,2.2081
1/13/2016,1.0377,,,1/13/2016,2.1254
1/14/2016,1.026,,,1/14/2016,2.1122
1/15/2016,0.9976,,,1/15/2016,2.1001
1/18/2016,0.929,,,1/18/2016,2.0677
1/19/2016,0.9301,,,1/19/2016,2.0113
1/20/2016,0.9531,,,1/20/2016,2.0844
1/21/2016,0.9059,,,1/21/2016,2.0211
1/22/2016,0.9143,,,1/22/2016,2.0857
1/25/2016,0.9595,,,1/25/2016,2.0942
1/26/2016,0.9534,,,1/26/2016,2.0465
1/27/2016,0.9252,,,1/27/2016,2.0342
1/28/2016,0.9331,,,1/28/2016,2.0638
1/29/2016,0.8983,,,1/29/2016,2.0184
02/01/2016,0.8393,,,02/01/2016,1.9469
02/02/2016,0.8774,,,02/02/2016,1.9807
02/03/2016,0.8087,,,02/03/2016,1.8615
02/04/2016,0.7758,,,02/04/2016,1.8864
02/05/2016,0.7733,,,02/05/2016,1.8796
02/08/2016,0.8085,,,02/08/2016,1.8864
02/09/2016,0.7506,,,02/09/2016,1.7991
02/10/2016,0.7519,,,02/10/2016,1.745
02/11/2016,0.7409,,,02/11/2016,1.6468
02/12/2016,0.6834,,,02/12/2016,1.5814
2/15/2016,0.7562,,,2/15/2016,1.7195
2/16/2016,0.7569,,,2/16/2016,1.7496
2/17/2016,0.7672,,,2/17/2016,1.7358
2/18/2016,0.7969,,,2/18/2016,1.7956
2/19/2016,0.7754,,,2/19/2016,1.7097
2/22/2016,0.8053,,,2/22/2016,1.7047
2/23/2016,0.8107,,,2/23/2016,1.7083
2/24/2016,0.8026,,,2/24/2016,1.6651
2/25/2016,0.7884,,,2/25/2016,1.6916
2/26/2016,0.7514,,,2/26/2016,1.706
2/29/2016,0.8675,,,2/29/2016,1.7415
03/01/2016,0.8761,,,03/01/2016,1.7089
03/02/2016,0.9356,,,03/02/2016,1.8193
03/03/2016,0.9517,,,03/03/2016,1.8552
03/04/2016,0.9271,,,03/04/2016,1.8575
03/07/2016,0.9776,,,03/07/2016,1.9011
03/08/2016,1.0089,,,03/08/2016,1.9278
03/09/2016,0.9699,,,03/09/2016,1.8278
03/10/2016,1.0068,,,03/10/2016,1.8769
03/11/2016,1.0273,,,03/11/2016,1.9385
3/14/2016,1.0687,,,3/14/2016,2.0042
3/15/2016,1.0748,,,3/15/2016,1.9705
3/16/2016,1.097,,,3/16/2016,1.991
3/17/2016,0.992,,,3/17/2016,1.9228
3/18/2016,0.9877,,,3/18/2016,1.9113
3/21/2016,0.9729,,,3/21/2016,1.8713
3/22/2016,1.0201,,,3/22/2016,1.9258
3/23/2016,1.0469,,,3/23/2016,1.9641
3/24/2016,1.0142,,,3/24/2016,1.9037
3/25/2016,1.051,,,3/25/2016,1.9382
3/28/2016,1.0511,,,3/28/2016,1.9474
3/29/2016,1.0303,,,3/29/2016,1.9333
3/30/2016,0.9425,,,3/30/2016,1.8203
3/31/2016,0.8935,,,3/31/2016,1.8361
04/01/2016,0.883,,,04/01/2016,1.7853
04/04/2016,0.93,,,04/04/2016,1.7854
04/05/2016,0.9042,,,04/05/2016,1.773
04/06/2016,0.8687,,,04/06/2016,1.7243
04/07/2016,0.8909,,,04/07/2016,1.7637
04/08/2016,0.8546,,,04/08/2016,1.6834
04/11/2016,0.8766,,,04/11/2016,1.7272
04/12/2016,0.8719,,,04/12/2016,1.7233
4/13/2016,0.9054,,,4/13/2016,1.7679
4/14/2016,0.9054,,,4/14/2016,1.7481
4/15/2016,0.912,,,4/15/2016,1.7826
4/18/2016,0.8855,,,4/18/2016,1.7376
4/19/2016,0.8977,,,4/19/2016,1.7559
4/20/2016,0.9293,,,4/20/2016,1.774
4/21/2016,0.9909,,,4/21/2016,1.8529
4/22/2016,0.9967,,,4/22/2016,1.8619
4/25/2016,1.0026,,,4/25/2016,1.8953
4/26/2016,1.0189,,,4/26/2016,1.9241
4/27/2016,1.0285,,,4/27/2016,1.9405
4/28/2016,1.0236,,,4/28/2016,1.8646
4/29/2016,0.9703,,,4/29/2016,1.861
05/02/2016,0.9657,,,05/02/2016,1.8844
05/03/2016,0.989,,,05/03/2016,1.9265
05/04/2016,0.9459,,,05/04/2016,1.8323
05/05/2016,0.9347,,,05/05/2016,1.7983
05/06/2016,0.9068,,,05/06/2016,1.7479
05/09/2016,0.9256,,,05/09/2016,1.774
05/10/2016,0.8926,,,05/10/2016,1.7291
05/11/2016,0.9089,,,05/11/2016,1.7403
05/12/2016,0.9154,,,05/12/2016,1.7092
5/13/2016,0.9504,,,5/13/2016,1.7502
5/16/2016,0.9354,,,5/16/2016,1.6911
5/17/2016,0.9752,,,5/17/2016,1.7447
5/18/2016,1.0121,,,5/18/2016,1.7735
5/19/2016,1.0955,,,5/19/2016,1.8329
5/20/2016,1.0929,,,5/20/2016,1.8384
5/23/2016,1.0988,,,5/23/2016,1.8216
5/24/2016,1.1098,,,5/24/2016,1.8164
5/25/2016,1.1285,,,5/25/2016,1.8387
5/26/2016,1.1263,,,5/26/2016,1.8352
5/27/2016,1.0771,,,5/27/2016,1.8108
5/30/2016,1.0931,,,5/30/2016,1.8913
5/31/2016,1.0931,,,5/31/2016,2.0212
06/01/2016,1.0905,,,06/01/2016,1.822
06/02/2016,1.1273,,,06/02/2016,1.8161
06/03/2016,1.1136,,,06/03/2016,1.7835
06/06/2016,0.9782,,,06/06/2016,1.6701
06/07/2016,0.9892,,,06/07/2016,1.7339
06/08/2016,0.9798,,,06/08/2016,1.6987
06/09/2016,0.9708,,,06/09/2016,1.6815
06/10/2016,0.9513,,,06/10/2016,1.6802
6/13/2016,0.9214,,,6/13/2016,1.6215
6/14/2016,0.9013,,,6/14/2016,1.5792
6/15/2016,0.9172,,,6/15/2016,1.5819
6/16/2016,0.8773,,,6/16/2016,1.5485
6/17/2016,0.8574,,,6/17/2016,1.5468
6/20/2016,0.8832,,,6/20/2016,1.5989
6/21/2016,0.9198,,,6/21/2016,1.6908
6/22/2016,0.9361,,,6/22/2016,1.7144
6/23/2016,0.9225,,,6/23/2016,1.6942
6/24/2016,0.9594,,,6/24/2016,1.7627
6/27/2016,0.7904,,,6/27/2016,1.5516
6/28/2016,0.7284,,,6/28/2016,1.4104
6/29/2016,0.7391,,,6/29/2016,1.4589
6/30/2016,0.7661,,,6/30/2016,1.5117
07/01/2016,0.7464,,,07/01/2016,1.4776
07/04/2016,0.7724,,,07/04/2016,1.4531
07/05/2016,0.7726,,,07/05/2016,1.4407
07/06/2016,0.7354,,,07/06/2016,1.3855
07/07/2016,0.7631,,,07/07/2016,1.3641
07/08/2016,0.7685,,,07/08/2016,1.3707
07/11/2016,0.7883,,,07/11/2016,1.3182
07/12/2016,0.8477,,,07/12/2016,1.3924
7/13/2016,0.8841,,,7/13/2016,1.4744
7/14/2016,0.8534,,,7/14/2016,1.4142
7/15/2016,0.8812,,,7/15/2016,1.4785
7/18/2016,0.9448,,,7/18/2016,1.4989
7/19/2016,0.9385,,,7/19/2016,1.5276
7/20/2016,0.944,,,7/20/2016,1.5088
7/21/2016,0.9865,,,7/21/2016,1.5482
7/22/2016,0.9967,,,7/22/2016,1.5505
7/25/2016,1.0148,,,7/25/2016,1.5634
7/26/2016,1.0406,,,7/26/2016,1.566
7/27/2016,1.024,,,7/27/2016,1.5429
7/28/2016,0.9975,,,7/28/2016,1.4753
7/29/2016,0.972,,,7/29/2016,1.475
08/01/2016,0.9166,,,08/01/2016,1.4279
08/02/2016,0.9295,,,08/02/2016,1.5043
08/03/2016,0.9479,,,08/03/2016,1.5411
08/04/2016,0.9533,,,08/04/2016,1.5267
08/05/2016,0.9333,,,08/05/2016,1.4718
08/08/2016,1.0266,,,08/08/2016,1.5633
08/09/2016,1.0475,,,08/09/2016,1.5729
08/10/2016,1.0345,,,08/10/2016,1.5102
08/11/2016,0.9889,,,08/11/2016,1.4654
08/12/2016,1.0309,,,08/12/2016,1.5095
8/15/2016,0.9875,,,8/15/2016,1.4648
8/16/2016,0.9867,,,8/16/2016,1.5159
